customer_id,name,gender,age,country,subscription_plan,signup_date,last_login,total_watch_hours,avg_watch_per_week,device_type,payment_method,tenure_months,churned,preferred_genre,total_movies_watched,satisfaction_score,complaints_raised,auto_renewal_enabled
C0191,Katherine,Male,35,India,Standard,2024-10-29,2027-09-01,673.51,14.03,Laptop,PayPal,12,0,Thriller,417,7.28,0,1
C0192,Sarah,Other,70,Australia,Free Trial,2024-08-21,2027-11-22,615.08,10.98,Tablet,NetBanking,14,0,Comedy,147,7.32,0,1
C0193,Andrew,Female,40,Australia,Free Trial,2023-11-25,2025-03-16,90.91,0.99,Tablet,Credit Card,23,1,Documentary,457,5.44,0,1
C0194,Miranda,Male,70,India,Free Trial,2025-06-14,2026-11-11,592.71,37.04,Smart TV,NetBanking,4,0,Science Fiction,333,8.12,0,0
C0195,Jennifer,Male,66,Australia,Premium,2022-11-18,2024-07-15,143.02,1.02,Mobile,UPI,35,1,Science Fiction,497,7.32,0,0
C0196,April,Female,27,France,Standard,2023-05-17,2024-03-01,114.83,0.99,Tablet,PayPal,29,1,Drama,399,8.81,0,1
C0197,George,Female,49,United Kingdom,Free Trial,2024-07-08,2027-02-18,637.73,10.63,Mobile,PayPal,15,0,Documentary,152,6.99,0,1
C0198,Scott,Female,39,France,Basic,2024-08-12,2026-09-14,638.59,11.4,Tablet,UPI,14,0,Thriller,118,6.49,0,1
C0199,Marvin,Male,45,India,Basic,2025-09-17,,504.68,126.17,Smart TV,Debit Card,1,1,Documentary,449,4.72,0,1
C0200,Kenneth,Female,59,United States,Free Trial,2024-12-26,2026-08-09,294.74,7.37,Mobile,Debit Card,10,0,Action,94,9.24,2,0
C0201,Cole,Female,62,India,Premium,2023-06-30,2026-04-01,479.01,4.28,Mobile,Debit Card,28,0,Comedy,366,4.05,0,0
C0202,Eric,Other,61,India,Free Trial,2025-01-14,2027-04-08,646.71,17.96,Mobile,NetBanking,9,0,Action,80,9.11,0,0
C0203,Danielle,Male,24,India,Free Trial,2023-05-10,2024-05-10,580.72,5.01,Tablet,UPI,29,1,Science Fiction,325,9.34,0,0
C0204,Alice,Other,19,Australia,Standard,2023-04-03,2025-09-28,120.47,1.0,Laptop,NetBanking,30,0,Romance,317,5.44,0,1
C0205,Sarah,Male,33,Germany,Free Trial,2025-03-19,2028-02-25,319.48,11.41,Mobile,UPI,7,0,Science Fiction,498,9.21,0,1
C0206,Michael,Male,55,United States,Free Trial,2022-12-17,2024-10-25,690.04,5.07,Smart TV,Debit Card,34,1,Comedy,98,7.17,0,0
C0207,Troy,Other,43,United States,Basic,2024-05-03,2024-08-22,759.46,11.17,Smart TV,Credit Card,17,1,Thriller,266,7.65,0,1
C0208,Maria,Female,62,Germany,Basic,2024-07-03,2026-04-28,737.53,12.29,Mobile,Debit Card,15,0,Documentary,310,5.9,0,0
C0209,Scott,Male,18,Canada,Basic,2024-10-05,2025-04-29,101.63,2.12,Mobile,Debit Card,12,1,Comedy,389,5.79,0,0
C0210,Karen,Male,39,Australia,Premium,2025-01-02,2027-11-14,423.17,11.75,Smart TV,NetBanking,9,0,Documentary,200,5.5,2,0
C0211,Julie,Male,34,Australia,Free Trial,2024-07-20,2024-12-27,780.29,13.0,Mobile,Debit Card,15,1,Science Fiction,194,6.64,1,1
C0212,Caitlin,Male,53,Australia,Premium,2023-02-10,,688.36,5.38,Laptop,UPI,32,1,Action,206,6.74,0,0
C0213,Lori,Male,32,Australia,Free Trial,2024-11-26,2026-05-18,579.03,13.16,Tablet,Credit Card,11,0,Romance,71,7.31,0,0
C0214,Denise,Other,68,United Kingdom,Basic,2024-04-30,2027-01-07,621.09,8.63,Tablet,UPI,18,0,Romance,14,7.21,0,1
C0215,Katie,Male,32,France,Standard,2025-03-28,2028-02-01,622.95,22.25,Mobile,UPI,7,0,Science Fiction,135,8.41,0,1
C0216,Bruce,Female,21,India,Standard,2023-04-13,2023-05-15,307.26,2.56,Mobile,Credit Card,30,1,Science Fiction,281,4.6,0,1
C0217,Blake,Other,70,Germany,Free Trial,2024-10-05,2026-02-21,420.61,8.76,Mobile,PayPal,12,0,Science Fiction,392,6.66,0,0
C0218,Tyler,Female,35,India,Free Trial,2023-01-17,2023-11-10,216.18,1.64,Laptop,Debit Card,33,1,Romance,435,6.28,0,1
C0219,Dale,Female,37,Germany,Standard,2024-11-25,2025-08-05,139.86,3.18,Mobile,Credit Card,11,1,Thriller,193,4.7,0,0
C0220,Chad,Male,63,India,Standard,2023-10-28,2024-10-14,250.33,2.61,Tablet,NetBanking,24,1,Science Fiction,437,4.23,0,0
C0221,Kerri,Male,47,United States,Basic,2024-01-03,2024-05-12,215.53,2.57,Mobile,Credit Card,21,1,Drama,217,,0,0
C0222,Craig,Other,55,United Kingdom,Free Trial,2024-02-21,2024-07-26,786.23,9.83,Mobile,Credit Card,20,1,Drama,361,6.32,0,0
C0223,Chelsea,Female,21,India,Premium,2023-09-19,2024-11-26,360.31,3.6,Tablet,PayPal,25,1,Drama,424,8.91,0,0
C0224,Eric,Male,57,France,Basic,2022-12-09,2023-03-09,347.06,2.55,Smart TV,PayPal,34,1,Romance,153,5.09,0,0
C0225,Antonio,Other,69,France,Free Trial,2024-01-06,2026-05-28,388.43,4.62,Tablet,UPI,21,0,Action,112,4.8,0,0
C0226,Amy,Female,21,Australia,Premium,2025-08-14,2028-05-22,392.9,49.11,Smart TV,NetBanking,2,0,Comedy,102,6.25,1,0
C0227,Carmen,Male,54,Australia,Premium,2024-12-23,2026-05-13,89.11,2.23,Smart TV,Debit Card,10,0,Science Fiction,415,7.1,0,0
C0228,Brooke,Other,54,India,Basic,2025-01-16,2026-02-10,261.22,7.26,Tablet,NetBanking,9,0,Science Fiction,24,9.3,0,1
C0229,Gabrielle,Other,30,Australia,Basic,2025-09-28,2027-07-22,39.99,10.0,Smart TV,Debit Card,1,0,Action,279,5.27,0,1
C0230,Samantha,Male,41,Canada,Premium,2024-10-24,2026-09-16,126.69,2.64,Mobile,UPI,12,0,Science Fiction,443,8.49,0,1
C0231,Michael,Other,53,Canada,Standard,2024-07-16,2026-04-25,780.93,13.02,Laptop,NetBanking,15,0,Science Fiction,259,8.59,0,0
C0232,Eric,Other,20,India,Standard,2024-08-02,2025-08-26,589.86,10.53,Laptop,NetBanking,14,1,Romance,495,8.23,0,1
C0233,Brittany,Other,60,Canada,Standard,2024-08-19,2025-04-19,121.11,2.16,Tablet,Credit Card,14,1,Science Fiction,173,6.01,0,0
C0234,Charles,Male,44,Germany,Premium,2023-11-11,2025-06-06,557.61,6.06,Smart TV,NetBanking,23,1,Romance,10,4.63,3,1
C0235,Sarah,Male,36,United States,Standard,2023-01-31,2025-04-08,388.8,2.95,Smart TV,Credit Card,33,1,Documentary,125,8.4,0,0
C0236,Michael,Other,57,Germany,Free Trial,2023-09-22,2024-03-21,711.47,7.11,Tablet,Debit Card,25,1,Drama,469,7.17,0,1
C0237,Benjamin,Other,36,United Kingdom,Basic,2024-09-10,2027-03-18,89.99,1.73,Mobile,Credit Card,13,0,Drama,293,6.37,0,1
C0238,Tammie,Male,24,United States,Basic,2025-07-18,2027-10-30,673.49,56.12,Laptop,UPI,3,0,Drama,54,4.02,0,1
C0239,Laura,Male,41,Germany,Standard,2025-06-25,2026-01-08,101.25,6.33,Laptop,PayPal,4,0,Documentary,348,6.84,0,1
C0240,Sherry,Male,60,United Kingdom,Premium,2025-06-20,2025-10-19,377.4,23.59,Laptop,NetBanking,4,0,Drama,87,7.27,0,0
C0241,Mary,Female,37,United States,Premium,2025-09-30,2026-03-03,656.54,164.13,Mobile,NetBanking,1,0,Thriller,489,7.98,0,0
C0242,Sara,Male,31,Australia,Basic,2023-07-06,2026-10-17,642.36,5.95,Laptop,Credit Card,27,0,Science Fiction,496,4.86,0,0
C0243,Eric,Other,69,United States,Free Trial,2024-06-19,2026-12-03,549.67,8.59,Tablet,NetBanking,16,0,Drama,437,7.64,0,1
C0244,Alexander,Male,44,India,Basic,2025-07-01,2027-10-22,686.73,57.23,Mobile,Credit Card,3,0,Comedy,412,9.07,0,1
C0245,Thomas,Other,56,Germany,Free Trial,2025-04-01,2028-06-26,630.74,26.28,Laptop,UPI,6,0,Documentary,220,5.99,0,1
C0246,Erica,Male,65,Germany,Standard,2022-12-02,2025-04-05,490.84,3.61,Smart TV,Credit Card,34,1,Science Fiction,460,6.3,0,0
C0247,Lisa,Female,65,Germany,Standard,2024-10-25,2026-10-16,249.41,5.2,Smart TV,PayPal,12,0,Romance,360,8.98,1,0
C0248,Candice,Other,68,India,Free Trial,2023-02-16,2023-09-16,177.0,1.38,Smart TV,NetBanking,32,1,Documentary,274,6.81,0,0
C0249,Shelby,Male,33,United States,Premium,2023-08-04,2025-12-07,682.52,6.56,Mobile,UPI,26,0,Comedy,108,,0,0
C0250,Beth,Other,46,India,Premium,2023-10-12,2024-12-22,660.57,6.88,Smart TV,UPI,24,1,Comedy,358,9.35,2,1
